county,state,year,office,dem_votes,rep_votes,total_votes,cvap,treat,treat_year,dem_share,rep_share,turnout,log_cvap,county_id,state_year,county_idx,state_year_idx,year_2020,year_2022,year_2024,state_CA,state_UT,state_WA
Columbia,WA,2020,pres,668.0,1754.0,2495.0,3167,1,2011.0,0.27580511973575556,0.7241948802642444,0.7878118092832334,8.06054004653864,WA_Columbia,WA_2020,93,6,1,0,0,0,0,1
Cowlitz,WA,2020,pres,23938.0,34424.0,60280.0,80478,1,2011.0,0.4101641479044584,0.5898358520955416,0.7490245781455802,11.295739134130145,WA_Cowlitz,WA_2020,94,6,1,0,0,0,0,1
Douglas,WA,2020,pres,7811.0,12955.0,21308.0,27024,1,2011.0,0.3761436964268516,0.6238563035731484,0.7884843102427472,10.204480639047581,WA_Douglas,WA_2020,95,6,1,0,0,0,0,1
Ferry,WA,2020,pres,1486.0,2771.0,4367.0,6267,1,2011.0,0.34907211651397696,0.650927883486023,0.6968246369873943,8.743053050224676,WA_Ferry,WA_2020,96,6,1,0,0,0,0,1
Franklin,WA,2020,pres,13340.0,18039.0,32404.0,47679,1,2011.0,0.4251250836546735,0.5748749163453265,0.6796283479099813,10.772246328364929,WA_Franklin,WA_2020,97,6,1,0,0,0,0,1
Garfield,WA,2020,pres,366.0,1069.0,1489.0,1672,1,2011.0,0.25505226480836235,0.7449477351916376,0.8905502392344498,7.421775793644647,WA_Garfield,WA_2020,98,6,1,0,0,0,0,1
Grant,WA,2020,pres,11819.0,24764.0,37680.0,54901,1,2011.0,0.3230735587567996,0.6769264412432003,0.6863262964244732,10.91328684226798,WA_Grant,WA_2020,99,6,1,0,0,0,0,1
Grays Harbor,WA,2020,pres,17354.0,19877.0,38441.0,56380,1,2011.0,0.4661169455561226,0.5338830544438774,0.6818197942532813,10.939869764668103,WA_Grays Harbor,WA_2020,100,6,1,0,0,0,0,1
Island,WA,2020,pres,29213.0,22746.0,53925.0,65851,1,2011.0,0.5622317596566524,0.43776824034334766,0.8188941701720551,11.095149893084974,WA_Island,WA_2020,101,6,1,0,0,0,0,1
Jefferson,WA,2020,pres,17204.0,6931.0,24792.0,26836,1,2011.0,0.7128237000207168,0.2871762999792832,0.9238336562826055,10.197499548682778,WA_Jefferson,WA_2020,102,6,1,0,0,0,0,1
King,WA,2020,pres,907310.0,269167.0,1210507.0,1518570,1,2011.0,0.7712092969093318,0.22879070309066815,0.7971361214827107,14.233279660528602,WA_King,WA_2020,103,6,1,0,0,0,0,1
Kitsap,WA,2020,pres,90277.0,61563.0,158672.0,206555,1,2011.0,0.5945534773445732,0.40544652265542674,0.7681828084529544,12.23832199974567,WA_Kitsap,WA_2020,104,6,1,0,0,0,0,1
Kittitas,WA,2020,pres,11421.0,14105.0,26364.0,36398,1,2011.0,0.4474261537256131,0.5525738462743869,0.7243255123907907,10.502269107060352,WA_Kittitas,WA_2020,105,6,1,0,0,0,0,1
Klickitat,WA,2020,pres,5959.0,7237.0,13560.0,16457,1,2011.0,0.4515762352227948,0.5484237647772052,0.8239654858115087,9.708506197595383,WA_Klickitat,WA_2020,106,6,1,0,0,0,0,1
Lewis,WA,2020,pres,14520.0,29391.0,45309.0,59144,1,2011.0,0.3306688529070165,0.6693311470929836,0.7660793994318951,10.987730427236936,WA_Lewis,WA_2020,107,6,1,0,0,0,0,1
Lincoln,WA,2020,pres,1713.0,5150.0,7033.0,8267,1,2011.0,0.24959930059740637,0.7504006994025936,0.8507318253296238,9.020026965252676,WA_Lincoln,WA_2020,108,6,1,0,0,0,0,1
Mason,WA,2020,pres,17269.0,18710.0,37303.0,49143,1,2011.0,0.47997442952833597,0.520025570471664,0.7590704678184075,10.80248969427274,WA_Mason,WA_2020,109,6,1,0,0,0,0,1
Okanogan,WA,2020,pres,8900.0,11840.0,21282.0,29421,1,2011.0,0.42912246865959497,0.570877531340405,0.7233608646884878,10.28946398406043,WA_Okanogan,WA_2020,110,6,1,0,0,0,0,1
Pacific,WA,2020,pres,6794.0,6953.0,14064.0,17187,1,2011.0,0.4942169200552848,0.5057830799447152,0.8182928957933322,9.751908563076688,WA_Pacific,WA_2020,111,6,1,0,0,0,0,1
Pend Oreille,WA,2020,pres,2593.0,5728.0,8553.0,10633,1,2011.0,0.3116211993750751,0.6883788006249248,0.804382582526098,9.271717651651086,WA_Pend Oreille,WA_2020,112,6,1,0,0,0,0,1
Pierce,WA,2020,pres,249506.0,197730.0,464081.0,633996,1,2011.0,0.557884427908308,0.44211557209169206,0.7319935772465441,13.359797924251195,WA_Pierce,WA_2020,113,6,1,0,0,0,0,1
San Juan,WA,2020,pres,9725.0,3057.0,13197.0,13974,1,2011.0,0.7608355499921765,0.2391644500078235,0.9443967367969085,9.544953739112396,WA_San Juan,WA_2020,114,6,1,0,0,0,0,1
Skagit,WA,2020,pres,38252.0,32762.0,73423.0,91019,1,2011.0,0.5386543498465092,0.4613456501534909,0.8066777266285061,11.418823554913928,WA_Skagit,WA_2020,115,6,1,0,0,0,0,1
Skamania,WA,2020,pres,3192.0,3885.0,7312.0,9307,1,2011.0,0.45103857566765576,0.5489614243323442,0.7856452132803267,9.13852208418571,WA_Skamania,WA_2020,116,6,1,0,0,0,0,1
Snohomish,WA,2020,pres,256728.0,166428.0,438796.0,564473,1,2011.0,0.6066982389473385,0.3933017610526614,0.7773551613628995,13.243647831489968,WA_Snohomish,WA_2020,117,6,1,0,0,0,0,1
Spokane,WA,2020,pres,135765.0,148576.0,295430.0,383142,1,2011.0,0.4774724714339473,0.5225275285660528,0.7710718219354704,12.85616095662948,WA_Spokane,WA_2020,118,6,1,0,0,0,0,1
Stevens,WA,2020,pres,7839.0,19808.0,28430.0,34761,1,2011.0,0.2835389011465982,0.7164610988534018,0.8178706021115618,10.456251347665171,WA_Stevens,WA_2020,119,6,1,0,0,0,0,1
Thurston,WA,2020,pres,96608.0,65277.0,168134.0,211094,1,2011.0,0.5967693115483214,0.40323068845167864,0.7964887680369883,12.260058810883928,WA_Thurston,WA_2020,120,6,1,0,0,0,0,1
Wahkiakum,WA,2020,pres,1165.0,1741.0,2981.0,3493,1,2011.0,0.40089470061940813,0.5991052993805919,0.8534211279702262,8.158516244806831,WA_Wahkiakum,WA_2020,121,6,1,0,0,0,0,1
Walla Walla,WA,2020,pres,13690.0,16400.0,31261.0,44278,1,2011.0,0.4549684280491858,0.5450315719508142,0.7060165319120105,10.698243218684171,WA_Walla Walla,WA_2020,122,6,1,0,0,0,0,1
Whatcom,WA,2020,pres,83660.0,50489.0,138620.0,167025,1,2011.0,0.6236349134171705,0.3763650865828295,0.8299356383774884,12.025898780793678,WA_Whatcom,WA_2020,123,6,1,0,0,0,0,1
Whitman,WA,2020,pres,11184.0,9067.0,21126.0,38489,1,2011.0,0.5522690237519134,0.4477309762480865,0.548884096754917,10.55812776516606,WA_Whitman,WA_2020,124,6,1,0,0,0,0,1
Yakima,WA,2020,pres,43179.0,50555.0,96193.0,147553,1,2011.0,0.46065461838820493,0.5393453816117951,0.6519216823785352,11.901942712255208,WA_Yakima,WA_2020,125,6,1,0,0,0,0,1
Adams,WA,2022,sen,1333.0,3204.0,4537.0,9318,1,2011.0,0.2938064800528984,0.7061935199471016,0.48690706160120195,9.139703292376742,WA_Adams,WA_2022,87,7,0,1,0,0,0,1
Asotin,WA,2022,sen,3124.0,6001.0,9125.0,18096,1,2011.0,0.34235616438356165,0.6576438356164384,0.5042550839964633,9.803446198355902,WA_Asotin,WA_2022,88,7,0,1,0,0,0,1
Benton,WA,2022,sen,28452.0,49496.0,77948.0,136037,1,2011.0,0.36501257248422025,0.6349874275157797,0.5729911715195131,11.820682186540427,WA_Benton,WA_2022,89,7,0,1,0,0,0,1
Chelan,WA,2022,sen,14223.0,18650.0,32873.0,54641,1,2011.0,0.43266510510145106,0.5673348948985489,0.6016178327629436,10.90853979568774,WA_Chelan,WA_2022,90,7,0,1,0,0,0,1
Clallam,WA,2022,sen,18172.0,18910.0,37082.0,62285,1,2011.0,0.4900490804163745,0.5099509195836255,0.5953600385325519,11.039475905320193,WA_Clallam,WA_2022,91,7,0,1,0,0,0,1
Clark,WA,2022,sen,103148.0,103561.0,206709.0,344432,1,2011.0,0.4990010110832136,0.5009989889167864,0.6001445858689088,12.749651962434228,WA_Clark,WA_2022,92,7,0,1,0,0,0,1
Columbia,WA,2022,sen,491.0,1438.0,1929.0,3229,1,2011.0,0.2545360290305858,0.7454639709694142,0.5973985754103438,8.079927770758275,WA_Columbia,WA_2022,93,7,0,1,0,0,0,1
Cowlitz,WA,2022,sen,17596.0,28226.0,45822.0,82056,1,2011.0,0.3840076818995242,0.6159923181004757,0.5584235156478502,11.315157219987247,WA_Cowlitz,WA_2022,94,7,0,1,0,0,0,1
Douglas,WA,2022,sen,5742.0,10622.0,16364.0,27554,1,2011.0,0.35089220239550234,0.6491077976044977,0.5938883646657472,10.223902994604545,WA_Douglas,WA_2022,95,7,0,1,0,0,0,1
Ferry,WA,2022,sen,1092.0,2272.0,3364.0,6390,1,2011.0,0.32461355529131986,0.6753864447086801,0.5264475743348983,8.762489547371581,WA_Ferry,WA_2022,96,7,0,1,0,0,0,1
Franklin,WA,2022,sen,9806.0,14791.0,24597.0,48614,1,2011.0,0.39866650404520876,0.6013334959547912,0.5059653597729049,10.791666834249208,WA_Franklin,WA_2022,97,7,0,1,0,0,0,1
Garfield,WA,2022,sen,269.0,877.0,1146.0,1705,1,2011.0,0.23472949389179756,0.7652705061082025,0.6721407624633431,7.4413203897176174,WA_Garfield,WA_2022,98,7,0,1,0,0,0,1
Grant,WA,2022,sen,8688.0,20305.0,28993.0,55978,1,2011.0,0.29965853826785777,0.7003414617321423,0.517935617564043,10.932714035385844,WA_Grant,WA_2022,99,7,0,1,0,0,0,1
Grays Harbor,WA,2022,sen,12756.0,16298.0,29054.0,57486,1,2011.0,0.43904453775727953,0.5609554622427204,0.5054100128726995,10.959296718878928,WA_Grays Harbor,WA_2022,100,7,0,1,0,0,0,1
Island,WA,2022,sen,21474.0,18650.0,40124.0,67142,1,2011.0,0.5351909081846277,0.46480909181537233,0.5975991182866164,11.114565058591996,WA_Island,WA_2022,101,7,0,1,0,0,0,1
Jefferson,WA,2022,sen,12646.0,5683.0,18329.0,27362,1,2011.0,0.6899448960663429,0.31005510393365704,0.6698706234924348,10.216910468480059,WA_Jefferson,WA_2022,102,7,0,1,0,0,0,1
King,WA,2022,sen,666935.0,220701.0,887636.0,1548346,1,2011.0,0.7513609182142229,0.24863908178577707,0.5732801324768495,14.252697822368116,WA_King,WA_2022,103,7,0,1,0,0,0,1
Kitsap,WA,2022,sen,66360.0,50478.0,116838.0,210605,1,2011.0,0.5679659015046474,0.4320340984953525,0.5547731535338667,12.257739620090591,WA_Kitsap,WA_2022,104,7,0,1,0,0,0,1
Kittitas,WA,2022,sen,8395.0,11565.0,19960.0,37112,1,2011.0,0.4205911823647295,0.5794088176352705,0.5378314291873248,10.52169564643158,WA_Kittitas,WA_2022,105,7,0,1,0,0,0,1
Klickitat,WA,2022,sen,4380.0,5934.0,10314.0,16780,1,2011.0,0.4246655031995346,0.5753344968004653,0.6146603098927295,9.727942980021197,WA_Klickitat,WA_2022,106,7,0,1,0,0,0,1
Lewis,WA,2022,sen,10673.0,24099.0,34772.0,60304,1,2011.0,0.3069423674220637,0.6930576325779363,0.5766118333775537,11.007153715506917,WA_Lewis,WA_2022,107,7,0,1,0,0,0,1
Lincoln,WA,2022,sen,1259.0,4223.0,5482.0,8429,1,2011.0,0.22966070777088654,0.7703392922291135,0.6503737098113656,9.039433419997483,WA_Lincoln,WA_2022,108,7,0,1,0,0,0,1
Mason,WA,2022,sen,12694.0,15341.0,28035.0,50107,1,2011.0,0.45279115391474944,0.5472088460852506,0.5595026642984015,10.82191599787183,WA_Mason,WA_2022,109,7,0,1,0,0,0,1
Okanogan,WA,2022,sen,6542.0,9708.0,16250.0,29998,1,2011.0,0.4025846153846154,0.5974153846153846,0.5417027801853457,10.308885991755306,WA_Okanogan,WA_2022,110,7,0,1,0,0,0,1
Pacific,WA,2022,sen,4994.0,5701.0,10695.0,17524,1,2011.0,0.4669471715755026,0.5330528284244974,0.6103058662405844,9.771326648933789,WA_Pacific,WA_2022,111,7,0,1,0,0,0,1
Pend Oreille,WA,2022,sen,1906.0,4697.0,6603.0,10842,1,2011.0,0.28865667121005606,0.711343328789944,0.6090204759269507,9.291182759820284,WA_Pend Oreille,WA_2022,112,7,0,1,0,0,0,1
Pierce,WA,2022,sen,183404.0,162127.0,345531.0,646427,1,2011.0,0.530788843837456,0.46921115616254405,0.5345243933189672,13.37921555511867,WA_Pierce,WA_2022,113,7,0,1,0,0,0,1
San Juan,WA,2022,sen,7149.0,2507.0,9656.0,14248,1,2011.0,0.7403686826843413,0.25963131731565864,0.6777091521617069,9.564371824969498,WA_San Juan,WA_2022,114,7,0,1,0,0,0,1
Skagit,WA,2022,sen,28118.0,26863.0,54981.0,92804,1,2011.0,0.5114130335934232,0.48858696640657684,0.5924421361148227,11.43824502129364,WA_Skagit,WA_2022,115,7,0,1,0,0,0,1
Skamania,WA,2022,sen,2346.0,3185.0,5531.0,9490,1,2011.0,0.42415476405713254,0.5758452359428675,0.5828240252897787,9.157993891603974,WA_Skamania,WA_2022,116,7,0,1,0,0,0,1
Snohomish,WA,2022,sen,188713.0,136461.0,325174.0,575541,1,2011.0,0.5803446770036965,0.41965532299630354,0.5649884195913063,13.26306574700437,WA_Snohomish,WA_2022,117,7,0,1,0,0,0,1
Spokane,WA,2022,sen,99797.0,121824.0,221621.0,390655,1,2011.0,0.4503047996354136,0.5496952003645864,0.56730619088454,12.875580096523834,WA_Spokane,WA_2022,118,7,0,1,0,0,0,1
Stevens,WA,2022,sen,5762.0,16241.0,22003.0,35443,1,2011.0,0.2618733809026042,0.7381266190973959,0.6207995937138504,10.475681051249266,WA_Stevens,WA_2022,119,7,0,1,0,0,0,1
Thurston,WA,2022,sen,71013.0,53523.0,124536.0,215233,1,2011.0,0.5702206590865292,0.4297793409134708,0.5786101573643447,12.279476441238419,WA_Thurston,WA_2022,120,7,0,1,0,0,0,1
Wahkiakum,WA,2022,sen,856.0,1428.0,2284.0,3562,1,2011.0,0.37478108581436076,0.6252189141856392,0.6412128017967434,8.178077463849608,WA_Wahkiakum,WA_2022,121,7,0,1,0,0,0,1
Walla Walla,WA,2022,sen,10063.0,13447.0,23510.0,45146,1,2011.0,0.42803062526584434,0.5719693747341557,0.5207548841536349,10.717656961343524,WA_Walla Walla,WA_2022,122,7,0,1,0,0,0,1
Whatcom,WA,2022,sen,61496.0,41398.0,102894.0,170300,1,2011.0,0.597663614982409,0.4023363850175909,0.6041926012918379,12.04531686665078,WA_Whatcom,WA_2022,123,7,0,1,0,0,0,1
Whitman,WA,2022,sen,8221.0,7434.0,15655.0,39244,1,2011.0,0.5251357393803896,0.47486426061961035,0.39891448374273775,10.577553845283282,WA_Whitman,WA_2022,124,7,0,1,0,0,0,1
Yakima,WA,2022,sen,31740.0,41452.0,73192.0,150446,1,2011.0,0.4336539512515029,0.5663460487484971,0.48650013958496735,11.921359494798804,WA_Yakima,WA_2022,125,7,0,1,0,0,0,1
Adams,WA,2024,pres,1455.0,3767.0,5345.0,9497,1,2011.0,0.2786288778245883,0.7213711221754118,0.5628093082025903,9.158731238242952,WA_Adams,WA_2024,87,8,0,0,1,0,0,1
Asotin,WA,2024,pres,4082.0,7004.0,11396.0,18444,1,2011.0,0.36821215948042574,0.6317878405195743,0.6178703101279549,9.822494393326597,WA_Asotin,WA_2024,88,8,0,0,1,0,0,1
Benton,WA,2024,pres,37662.0,59555.0,99947.0,138653,1,2011.0,0.3874013804170053,0.6125986195829948,0.7208426792063641,11.839729688025855,WA_Benton,WA_2024,89,8,0,0,1,0,0,1
Chelan,WA,2024,pres,18397.0,22363.0,41893.0,55692,1,2011.0,0.4513493621197252,0.5486506378802748,0.7522265316382963,10.927591789029176,WA_Chelan,WA_2024,90,8,0,0,1,0,0,1
Clallam,WA,2024,pres,25440.0,21632.0,48390.0,63483,1,2011.0,0.540448674371176,0.45955132562882395,0.7622513113746987,11.058527432502881,WA_Clallam,WA_2024,91,8,0,0,1,0,0,1
Clark,WA,2024,pres,143206.0,123998.0,274795.0,351056,1,2011.0,0.5359425757099444,0.46405742429005553,0.7827668520122145,12.768701033881731,WA_Clark,WA_2024,92,8,0,0,1,0,0,1
Columbia,WA,2024,pres,661.0,1737.0,2476.0,3291,1,2011.0,0.2756463719766472,0.7243536280233528,0.7523549073230021,8.098946748943339,WA_Columbia,WA_2024,93,8,0,0,1,0,0,1
Cowlitz,WA,2024,pres,22825.0,34580.0,59020.0,83634,1,2011.0,0.3976134483058967,0.6023865516941033,0.7056938565655116,11.33420541495794,WA_Cowlitz,WA_2024,94,8,0,0,1,0,0,1
Douglas,WA,2024,pres,7410.0,13095.0,21069.0,28084,1,2011.0,0.36137527432333577,0.6386247256766642,0.7502136447799459,10.24295529813714,WA_Douglas,WA_2024,95,8,0,0,1,0,0,1
Ferry,WA,2024,pres,1315.0,2667.0,4096.0,6513,1,2011.0,0.3302360622802612,0.6697639377197389,0.6288960540457547,8.781555458546402,WA_Ferry,WA_2024,96,8,0,0,1,0,0,1
Franklin,WA,2024,pres,11884.0,19086.0,31739.0,49549,1,2011.0,0.38372618663222474,0.6162738133677753,0.6405578316414055,10.810717357919769,WA_Franklin,WA_2024,97,8,0,0,1,0,0,1
Garfield,WA,2024,pres,330.0,973.0,1343.0,1738,1,2011.0,0.25326170376055257,0.7467382962394474,0.7727272727272727,7.460490305825338,WA_Garfield,WA_2024,98,8,0,0,1,0,0,1
Grant,WA,2024,pres,10806.0,24326.0,36069.0,57054,1,2011.0,0.30758283046794943,0.6924171695320506,0.6321905563150699,10.9517534667675,WA_Grant,WA_2024,99,8,0,0,1,0,0,1
Grays Harbor,WA,2024,pres,17161.0,19432.0,37638.0,58591,1,2011.0,0.4689694750362091,0.5310305249637909,0.6423853492857264,10.978336380152186,WA_Grays Harbor,WA_2024,100,8,0,0,1,0,0,1
Island,WA,2024,pres,29595.0,20967.0,52075.0,68433,1,2011.0,0.5853209920493652,0.41467900795063484,0.7609632779506963,11.133610443406448,WA_Island,WA_2024,101,8,0,0,1,0,0,1
Jefferson,WA,2024,pres,17459.0,6324.0,24572.0,27888,1,2011.0,0.73409578270193,0.26590421729807007,0.8810958118187033,10.235951767759802,WA_Jefferson,WA_2024,102,8,0,0,1,0,0,1
King,WA,2024,pres,832606.0,252193.0,1122881.0,1578122,1,2011.0,0.7675209877590227,0.23247901224097736,0.711529907066754,14.271746090453956,WA_King,WA_2024,103,8,0,0,1,0,0,1
Kitsap,WA,2024,pres,91731.0,59080.0,155893.0,214655,1,2011.0,0.6082513874982595,0.3917486125017406,0.7262490973888333,12.276787367115398,WA_Kitsap,WA_2024,104,8,0,0,1,0,0,1
Kittitas,WA,2024,pres,10810.0,14645.0,26309.0,37826,1,2011.0,0.4246709880180711,0.5753290119819289,0.6955268862687041,10.5407519758484,WA_Kittitas,WA_2024,105,8,0,0,1,0,0,1
Klickitat,WA,2024,pres,5917.0,7178.0,13527.0,17103,1,2011.0,0.45185185185185184,0.5481481481481482,0.7909138747588143,9.74700916569969,WA_Klickitat,WA_2024,106,8,0,0,1,0,0,1
Lewis,WA,2024,pres,14433.0,29322.0,45112.0,61464,1,2011.0,0.32985944463489886,0.6701405553651011,0.7339580892880385,11.026206916547471,WA_Lewis,WA_2024,107,8,0,0,1,0,0,1
Lincoln,WA,2024,pres,1678.0,5272.0,7107.0,8591,1,2011.0,0.2414388489208633,0.7585611510791367,0.8272610871842626,9.058470422638056,WA_Lincoln,WA_2024,108,8,0,0,1,0,0,1
Mason,WA,2024,pres,17215.0,18127.0,36502.0,51070,1,2011.0,0.4870975043857167,0.5129024956142832,0.7147444683767378,10.84095251964169,WA_Mason,WA_2024,109,8,0,0,1,0,0,1
Okanogan,WA,2024,pres,8466.0,11555.0,20617.0,30575,1,2011.0,0.42285600119874134,0.5771439988012587,0.6743090760425184,10.327937960555372,WA_Okanogan,WA_2024,110,8,0,0,1,0,0,1
Pacific,WA,2024,pres,6825.0,7010.0,14178.0,17861,1,2011.0,0.493314058547163,0.506685941452837,0.7937965399473713,9.790374843904484,WA_Pacific,WA_2024,111,8,0,0,1,0,0,1
Pend Oreille,WA,2024,pres,2461.0,5826.0,8497.0,11050,1,2011.0,0.29697115964764087,0.7030288403523591,0.7689592760180995,9.3101857069459,WA_Pend Oreille,WA_2024,112,8,0,0,1,0,0,1
Pierce,WA,2024,pres,235169.0,188194.0,436685.0,658858,1,2011.0,0.5554783956084968,0.4445216043915033,0.6627907682687316,13.398263312268961,WA_Pierce,WA_2024,113,8,0,0,1,0,0,1
San Juan,WA,2024,pres,9539.0,2890.0,12939.0,14522,1,2011.0,0.7674792823235981,0.23252071767640195,0.8909929761740807,9.583420019940192,WA_San Juan,WA_2024,114,8,0,0,1,0,0,1
Skagit,WA,2024,pres,36956.0,30765.0,69837.0,94589,1,2011.0,0.545709602634338,0.45429039736566207,0.7383205235281058,11.457296469209266,WA_Skagit,WA_2024,115,8,0,0,1,0,0,1
Skamania,WA,2024,pres,3147.0,3961.0,7314.0,9672,1,2011.0,0.4427405740011255,0.5572594259988745,0.7562034739454094,9.176990392294629,WA_Skamania,WA_2024,116,8,0,0,1,0,0,1
Snohomish,WA,2024,pres,240099.0,161371.0,415327.0,586609,1,2011.0,0.5980496674720402,0.40195033252795975,0.7080133444935213,13.282113778060365,WA_Snohomish,WA_2024,117,8,0,0,1,0,0,1
Spokane,WA,2024,pres,131163.0,145338.0,284958.0,398167,1,2011.0,0.4743671813121833,0.5256328186878166,0.7156745787571547,12.894626794249906,WA_Spokane,WA_2024,118,8,0,0,1,0,0,1
Stevens,WA,2024,pres,7492.0,19895.0,28095.0,36124,1,2011.0,0.27356044838792126,0.7264395516120787,0.7777377920496069,10.49471274337069,WA_Stevens,WA_2024,119,8,0,0,1,0,0,1
Thurston,WA,2024,pres,95663.0,62282.0,163637.0,219372,1,2011.0,0.6056728608059767,0.39432713919402324,0.7459338475283992,12.298524197895086,WA_Thurston,WA_2024,120,8,0,0,1,0,0,1
Wahkiakum,WA,2024,pres,1204.0,1757.0,3053.0,3630,1,2011.0,0.4066193853427896,0.5933806146572104,0.8410468319559229,8.196987927258897,WA_Wahkiakum,WA_2024,121,8,0,0,1,0,0,1
Walla Walla,WA,2024,pres,13106.0,15476.0,29373.0,46014,1,2011.0,0.45854034007417255,0.5414596599258275,0.6383491980701526,10.736700976992914,WA_Walla Walla,WA_2024,122,8,0,0,1,0,0,1
Whatcom,WA,2024,pres,83295.0,49213.0,137006.0,173575,1,2011.0,0.6286035560117125,0.3713964439882875,0.7893187382975659,12.064365061621475,WA_Whatcom,WA_2024,123,8,0,0,1,0,0,1
Whitman,WA,2024,pres,10480.0,8699.0,19845.0,39999,1,2011.0,0.546430992231086,0.4535690077689139,0.4961374034350859,10.596609732783568,WA_Whitman,WA_2024,124,8,0,0,1,0,0,1
Yakima,WA,2024,pres,36706.0,49368.0,88280.0,153339,1,2011.0,0.4264470107117132,0.5735529892882868,0.5757178539053992,11.940406435636032,WA_Yakima,WA_2024,125,8,0,0,1,0,0,1
