Outcome,Treat_Coef,Treat_SE,Interact_Coef,Interact_SE,Interact_Pval,N_Obs
Dem Vote Share,0.029911997490669154,0.010045804573485707,0.006908019048108251,0.016092410775420618,0.6677253955072027,2376
Turnout,0.014607175381349105,0.009308345394331882,-0.015016626774700143,0.017423554703219823,0.38876576569665855,1618
