state,county,county_id,year,prim_or_gen,pres,treat,cvap,ballots_cast,ballots_cast_dem_pres,ballots_cast_rep_pres,dem_share_pres,dem_share_gov,dem_share_sen,ballots_cast_dem_gov,ballots_cast_rep_gov,turnout_share,year2,state_year
UT,Grand,68,2020,general,1,1,7603,5185.0,2806.0,2248.0,0.5552037989711119,,,,,0.6819676443509141,4080400,UT_2020
UT,Grand,68,2024,general,1,1,7603,5371.0,2828.0,2327.0,0.5485935984481086,0.5267373890452479,,,,0.7064316717085362,4096576,UT_2024
UT,Iron,69,2020,general,1,1,44144,24890.0,4892.0,18989.0,0.20484904317239647,,,,,0.5638365349764407,4080400,UT_2020
UT,Iron,69,2024,general,1,1,44144,28457.0,5683.0,21571.0,0.20851985029720407,0.19089552957028055,,,,0.6446402682131207,4096576,UT_2024
UT,Juab,70,2020,general,1,1,8352,5866.0,645.0,5087.0,0.11252616887648291,,,,,0.7023467432950191,4080400,UT_2020
UT,Juab,70,2024,general,1,1,8352,6616.0,734.0,5671.0,0.11459797033567526,0.1138682745825603,,,,0.7921455938697318,4096576,UT_2024
UT,Kane,71,2020,general,1,1,6428,4180.0,1083.0,2998.0,0.2653761333006616,,,,,0.6502800248911015,4080400,UT_2020
UT,Kane,71,2024,general,1,1,6428,4560.0,1137.0,3277.0,0.25758948799275033,0.24634356180097505,,,,0.7093963907902925,4096576,UT_2024
UT,Millard,72,2020,general,1,1,8607,6160.0,624.0,5404.0,0.10351692103516921,,,,,0.7156965260834205,4080400,UT_2020
UT,Millard,72,2024,general,1,1,8607,6500.0,713.0,5558.0,0.11369797480465635,0.11861183741383409,,,,0.7551992564191937,4096576,UT_2024
UT,Morgan,73,2020,general,1,1,8523,6512.0,1086.0,5181.0,0.1732886548587841,,,,,0.7640502170597208,4080400,UT_2020
UT,Morgan,73,2024,general,1,1,8523,7005.0,1256.0,5300.0,0.19158023184868822,0.15241855873642646,,,,0.8218936994016192,4096576,UT_2024
UT,Piute,74,2020,general,1,1,1356,871.0,86.0,773.0,0.10011641443538999,,,,,0.6423303834808259,4080400,UT_2020
UT,Piute,74,2024,general,1,1,1356,977.0,94.0,854.0,0.09915611814345991,0.06874189364461739,,,,0.7205014749262537,4096576,UT_2024
UT,Rich,75,2020,general,1,1,1866,1363.0,180.0,1157.0,0.13462976813762154,,,,,0.7304394426580921,4080400,UT_2020
UT,Rich,75,2024,general,1,1,1866,1465.0,214.0,1211.0,0.15017543859649124,0.10819672131147541,,,,0.785101822079314,4096576,UT_2024
UT,Salt Lake,76,2020,general,1,1,809053,541175.0,289906.0,230174.0,0.557425780649131,,,,,0.6688993180916454,4080400,UT_2020
UT,Salt Lake,76,2024,general,1,1,809053,521789.0,273658.0,221555.0,0.5526066561257479,0.4974716463194394,,,,0.6449379706891885,4096576,UT_2024
UT,San Juan,77,2020,general,1,1,10264,6878.0,3113.0,3535.0,0.46826113116726836,,,,,0.6701091192517536,4080400,UT_2020
UT,San Juan,77,2024,general,1,1,10264,6441.0,2581.0,3613.0,0.4166935744268647,0.4708382526564345,,,,0.6275331254871395,4096576,UT_2024
UT,Sanpete,78,2020,general,1,1,21547,12631.0,1794.0,10459.0,0.14641312331673875,,,,,0.5862068965517241,4080400,UT_2020
UT,Sanpete,78,2024,general,1,1,21547,13226.0,1906.0,10653.0,0.1517636754518672,0.1334481274214378,,,,0.6138209495521418,4096576,UT_2024
UT,Sevier,79,2020,general,1,1,15718,10363.0,1084.0,9052.0,0.1069455406471981,,,,,0.6593077999745515,4080400,UT_2020
UT,Sevier,79,2024,general,1,1,15718,11072.0,1236.0,9526.0,0.11484854116335254,0.09571322985957133,,,,0.7044153200152691,4096576,UT_2024
UT,Summit,80,2020,general,1,1,31005,26088.0,15244.0,10252.0,0.5978977094446187,,,,,0.8414126753749396,4080400,UT_2020
UT,Summit,80,2024,general,1,1,31005,26482.0,14612.0,10783.0,0.5753888560740303,0.5051464416662985,,,,0.8541203031769069,4096576,UT_2024
UT,Tooele,81,2020,general,1,1,53205,31518.0,8943.0,21014.0,0.29852788997563173,,,,,0.5923879334648999,4080400,UT_2020
UT,Tooele,81,2024,general,1,1,53205,34652.0,9560.0,23484.0,0.28931122140176735,0.2637852289183469,,,,0.6512921717883657,4096576,UT_2024
UT,Uintah,82,2020,general,1,1,24852,15307.0,1663.0,13261.0,0.11143125167515411,,,,,0.6159262835989056,4080400,UT_2020
UT,Uintah,82,2024,general,1,1,24852,16036.0,1952.0,13599.0,0.12552247443894282,0.12272258508078378,,,,0.6452599388379205,4096576,UT_2024
UT,Utah,83,2020,general,1,1,450907,284480.0,76033.0,192812.0,0.2828135170823337,,,,,0.630906151379331,4080400,UT_2020
UT,Utah,83,2024,general,1,1,450907,308981.0,84937.0,203476.0,0.2944978208333189,0.24169901965998333,,,,0.685243298507231,4096576,UT_2024
UT,Wasatch,84,2020,general,1,1,24443,17581.0,6187.0,10795.0,0.3643269344011306,,,,,0.7192652293090046,4080400,UT_2020
UT,Wasatch,84,2024,general,1,1,24443,18979.0,6459.0,11495.0,0.35975270134788906,0.31292330847643157,,,,0.776459518062431,4096576,UT_2024
UT,Washington,85,2020,general,1,1,142420,90476.0,20530.0,67294.0,0.2337629805064675,,,,,0.6352759443898329,4080400,UT_2020
UT,Washington,85,2024,general,1,1,142420,99137.0,22327.0,73165.0,0.23381016210782055,0.22901824749509053,,,,0.6960890324392641,4096576,UT_2024
UT,Wayne,86,2020,general,1,1,1959,1621.0,365.0,1229.0,0.22898368883312423,,,,,0.8274629913221031,4080400,UT_2020
UT,Wayne,86,2024,general,1,1,1959,1674.0,381.0,1238.0,0.23533045089561458,0.2367986798679868,,,,0.8545176110260337,4096576,UT_2024
UT,Weber,87,2020,general,1,1,188247,111442.0,40695.0,65949.0,0.38159671430178915,,,,,0.5919988100739986,4080400,UT_2020
UT,Weber,87,2024,general,1,1,188247,114612.0,41238.0,67549.0,0.3790710287074742,0.3413299057032367,,,,0.6088383878627548,4096576,UT_2024
WA,Adams,88,2020,general,1,1,9903,5862.0,1814.0,3907.0,0.31707743401503236,0.28412017167381975,,,,0.5919418358073311,4080400,WA_2020
WA,Adams,88,2022,general,0,1,9903,4131.0,,,,,0.23525127458120904,,,0.41714631929718266,4088484,WA_2022
WA,Adams,88,2024,general,1,1,9903,5365.0,1455.0,3767.0,0.2786288778245883,0.2653487930051321,,,,0.5417550237301828,4096576,WA_2024
WA,Asotin,89,2020,general,1,1,17729,11951.0,4250.0,7319.0,0.36736105108479555,0.35577329166314725,,,,0.6740932934739692,4080400,WA_2020
WA,Asotin,89,2022,general,0,1,17729,9018.0,,,,,0.3532481954469739,,,0.508658130746235,4088484,WA_2022
WA,Asotin,89,2024,general,1,1,17729,11468.0,4082.0,7004.0,0.36821215948042574,0.3589241182757392,,,,0.646849794122624,4096576,WA_2024
WA,Benton,90,2020,general,1,1,144825,103033.0,38706.0,60365.0,0.39068950550615217,0.3617604716528416,,,,0.7114310374590023,4080400,WA_2020
WA,Benton,90,2022,general,0,1,144825,75749.0,,,,,0.3373798283545576,,,0.5230381494907648,4088484,WA_2022
WA,Benton,90,2024,general,1,1,144825,100693.0,37662.0,59555.0,0.3874013804170053,0.36083037974683546,,,,0.695273606076299,4096576,WA_2024
WA,Chelan,91,2020,general,1,1,55974,43306.0,19349.0,22746.0,0.4596507898800333,0.41817163656726863,,,,0.7736806374388109,4080400,WA_2020
WA,Chelan,91,2022,general,0,1,55974,34273.0,,,,,0.42018944044904405,,,0.6123021402794154,4088484,WA_2022
WA,Chelan,91,2024,general,1,1,55974,42191.0,18397.0,22363.0,0.4513493621197252,0.4128869690424766,,,,0.7537606745989209,4096576,WA_2024
WA,Clallam,92,2020,general,1,1,64145,49264.0,24721.0,23062.0,0.5173597304480673,0.497204423948088,,,,0.7680099773949646,4080400,WA_2020
WA,Clallam,92,2022,general,0,1,64145,40279.0,,,,,0.5172079134005226,,,0.6279367059006937,4088484,WA_2022
WA,Clallam,92,2024,general,1,1,64145,48663.0,25440.0,21632.0,0.540448674371176,0.5168273755987366,,,,0.7586405799360824,4096576,WA_2024
WA,Clark,93,2020,general,1,1,378085,275403.0,140324.0,126303.0,0.5262932861263113,0.5096098532340143,,,,0.7284155679278469,4080400,WA_2020
WA,Clark,93,2022,general,0,1,378085,205616.0,,,,,0.5116843140883898,,,0.543835380932859,4088484,WA_2022
WA,Clark,93,2024,general,1,1,378085,276578.0,143206.0,123998.0,0.5359425757099444,0.5147972927595496,,,,0.7315233346998691,4096576,WA_2024
WA,Columbia,94,2020,general,1,1,3171,2495.0,668.0,1754.0,0.27580511973575556,0.26386078510724403,,,,0.7868180384736676,4080400,WA_2020
WA,Columbia,94,2022,general,0,1,3171,2179.0,,,,,0.27318874019381634,,,0.6871649321980448,4088484,WA_2022
WA,Columbia,94,2024,general,1,1,3171,2485.0,661.0,1737.0,0.2756463719766472,0.25866336633663367,,,,0.7836644591611479,4096576,WA_2024
WA,Cowlitz,95,2020,general,1,1,84596,60280.0,23938.0,34424.0,0.4101641479044584,0.3722890758555962,,,,0.7125632417608397,4080400,WA_2020
WA,Cowlitz,95,2022,general,0,1,84596,44942.0,,,,,0.3885262337083658,,,0.5312544328337038,4088484,WA_2022
WA,Cowlitz,95,2024,general,1,1,84596,59325.0,22825.0,34580.0,0.3976134483058967,0.3806077898862113,,,,0.7012742919286964,4096576,WA_2024
WA,Douglas,96,2020,general,1,1,28541,21308.0,7811.0,12955.0,0.3761436964268516,0.3395476483391691,,,,0.7465751024841456,4080400,WA_2020
WA,Douglas,96,2022,general,0,1,28541,16117.0,,,,,0.32802686400099496,,,0.5646964016677761,4088484,WA_2022
WA,Douglas,96,2024,general,1,1,28541,21182.0,7410.0,13095.0,0.36137527432333577,0.3351023140179767,,,,0.7421604008268806,4096576,WA_2024
WA,Ferry,97,2020,general,1,1,6054,4367.0,1486.0,2771.0,0.34907211651397696,0.3095512082853855,,,,0.7213412619755534,4080400,WA_2020
WA,Ferry,97,2022,general,0,1,6054,3415.0,,,,,0.31103286384976525,,,0.5640898579451602,4088484,WA_2022
WA,Ferry,97,2024,general,1,1,6054,4119.0,1315.0,2667.0,0.3302360622802612,0.3095472440944882,,,,0.680376610505451,4096576,WA_2024
WA,Franklin,98,2020,general,1,1,56146,32404.0,13340.0,18039.0,0.4251250836546735,0.3964881855625407,,,,0.5771381754710933,4080400,WA_2020
WA,Franklin,98,2022,general,0,1,56146,22214.0,,,,,0.31636330870427104,,,0.3956470630142842,4088484,WA_2022
WA,Franklin,98,2024,general,1,1,56146,31897.0,11884.0,19086.0,0.38372618663222474,0.3665368146550336,,,,0.5681081466177466,4096576,WA_2024
WA,Garfield,99,2020,general,1,1,1859,1489.0,366.0,1069.0,0.25505226480836235,0.23790047716428084,,,,0.800968262506724,4080400,WA_2020
WA,Garfield,99,2022,general,0,1,1859,1287.0,,,,,0.23909657320872274,,,0.6923076923076923,4088484,WA_2022
WA,Garfield,99,2024,general,1,1,1859,1352.0,330.0,973.0,0.25326170376055257,0.2193690388848129,,,,0.7272727272727273,4096576,WA_2024
WA,Grant,100,2020,general,1,1,61010,37680.0,11819.0,24764.0,0.3230735587567996,0.2878905310420397,,,,0.6176036715292575,4080400,WA_2020
WA,Grant,100,2022,general,0,1,61010,26912.0,,,,,0.26867837475814854,,,0.44110801507949515,4088484,WA_2022
WA,Grant,100,2024,general,1,1,61010,36253.0,10806.0,24326.0,0.30758283046794943,0.29320312061514286,,,,0.5942140632683167,4096576,WA_2024
WA,Grays Harbor,101,2020,general,1,1,59336,38441.0,17354.0,19877.0,0.4661169455561226,0.4321252749554834,,,,0.6478529054873938,4080400,WA_2020
WA,Grays Harbor,101,2022,general,0,1,59336,29399.0,,,,,0.46387884576028376,,,0.49546649588782526,4088484,WA_2022
WA,Grays Harbor,101,2024,general,1,1,59336,37793.0,17161.0,19432.0,0.4689694750362091,0.4439380127620784,,,,0.6369320479978428,4096576,WA_2024
WA,Island,102,2020,general,1,1,69508,53925.0,29213.0,22746.0,0.5622317596566524,0.528978720215795,,,,0.7758099787074869,4080400,WA_2020
WA,Island,102,2022,general,0,1,69508,43057.0,,,,,0.5512745896868816,,,0.619453875812856,4088484,WA_2022
WA,Island,102,2024,general,1,1,69508,52449.0,29595.0,20967.0,0.5853209920493652,0.5412145403813362,,,,0.7545750129481499,4096576,WA_2024
WA,Jefferson,103,2020,general,1,1,29206,24792.0,17204.0,6931.0,0.7128237000207168,0.6895264375278984,,,,0.8488666712319386,4080400,WA_2020
WA,Jefferson,103,2022,general,0,1,29206,21199.0,,,,,0.7076341290475066,,,0.7258440046565774,4088484,WA_2022
WA,Jefferson,103,2024,general,1,1,29206,24698.0,17459.0,6324.0,0.73409578270193,0.7017092971076572,,,,0.8456481544888037,4096576,WA_2024
WA,King,104,2020,general,1,1,1564199,1210507.0,907310.0,269167.0,0.7712092969093318,0.7429479000264569,,,,0.7738829905913506,4080400,WA_2020
WA,King,104,2022,general,0,1,1564199,890942.0,,,,,0.752185323043108,,,0.5695835376445069,4088484,WA_2022
WA,King,104,2024,general,1,1,1564199,1130502.0,832606.0,252193.0,0.7675209877590227,0.7172889334343403,,,,0.7227354064284659,4096576,WA_2024
WA,Kitsap,105,2020,general,1,1,215858,158672.0,90277.0,61563.0,0.5945534773445732,0.558826900301807,,,,0.7350758368927721,4080400,WA_2020
WA,Kitsap,105,2022,general,0,1,215858,123351.0,,,,,0.5763977476782073,,,0.5714451166970879,4088484,WA_2022
WA,Kitsap,105,2024,general,1,1,215858,156872.0,91731.0,59080.0,0.6082513874982595,0.5681581214016954,,,,0.7267370215604703,4096576,WA_2024
WA,Kittitas,106,2020,general,1,1,38188,26364.0,11421.0,14105.0,0.4474261537256131,0.40347179644389947,,,,0.6903739394574212,4080400,WA_2020
WA,Kittitas,106,2022,general,0,1,38188,20798.0,,,,,0.40059718743979966,,,0.5446213470200063,4088484,WA_2022
WA,Kittitas,106,2024,general,1,1,38188,26499.0,10810.0,14645.0,0.4246709880180711,0.3708167024869512,,,,0.6939090813868231,4096576,WA_2024
WA,Klickitat,107,2020,general,1,1,18038,13560.0,5959.0,7237.0,0.4515762352227948,0.42396484956806674,,,,0.7517463133385076,4080400,WA_2020
WA,Klickitat,107,2022,general,0,1,18038,11455.0,,,,,0.41951560723966075,,,0.635048231511254,4088484,WA_2022
WA,Klickitat,107,2024,general,1,1,18038,13607.0,5917.0,7178.0,0.45185185185185184,0.42738059477320517,,,,0.7543519237165983,4096576,WA_2024
WA,Lewis,108,2020,general,1,1,64394,45309.0,14520.0,29391.0,0.3306688529070165,0.306268974228289,,,,0.7036214554151008,4080400,WA_2020
WA,Lewis,108,2022,general,0,1,64394,35992.0,,,,,0.3135840966673163,,,0.5589340621797062,4088484,WA_2022
WA,Lewis,108,2024,general,1,1,64394,45338.0,14433.0,29322.0,0.32985944463489886,0.3067023530723765,,,,0.7040718079324161,4096576,WA_2024
WA,Lincoln,109,2020,general,1,1,8883,7033.0,1713.0,5150.0,0.24959930059740637,0.21875,,,,0.7917370257795789,4080400,WA_2020
WA,Lincoln,109,2022,general,0,1,8883,6154.0,,,,,0.2317967095618179,,,0.6927839693797141,4088484,WA_2022
WA,Lincoln,109,2024,general,1,1,8883,7144.0,1678.0,5272.0,0.2414388489208633,0.22525838878663457,,,,0.8042328042328042,4096576,WA_2024
WA,Mason,110,2020,general,1,1,52127,37303.0,17269.0,18710.0,0.47997442952833597,0.4452298726527088,,,,0.7156176261822088,4080400,WA_2020
WA,Mason,110,2022,general,0,1,52127,29475.0,,,,,0.46878083636734835,,,0.5654459301321771,4088484,WA_2022
WA,Mason,110,2024,general,1,1,52127,36689.0,17215.0,18127.0,0.4870975043857167,0.4478194655960127,,,,0.7038387016325512,4096576,WA_2024
WA,Okanogan,111,2020,general,1,1,29999,21282.0,8900.0,11840.0,0.42912246865959497,0.39250744997871434,,,,0.7094236474549152,4080400,WA_2020
WA,Okanogan,111,2022,general,0,1,29999,16604.0,,,,,0.4009656004828002,,,0.553485116170539,4088484,WA_2022
WA,Okanogan,111,2024,general,1,1,29999,20732.0,8466.0,11555.0,0.42285600119874134,0.402437226671908,,,,0.6910897029900996,4096576,WA_2024
WA,Pacific,112,2020,general,1,1,19734,14064.0,6794.0,6953.0,0.4942169200552848,0.4660513701080346,,,,0.7126786257221039,4080400,WA_2020
WA,Pacific,112,2022,general,0,1,19734,11943.0,,,,,0.4846321800470272,,,0.6051991486774095,4088484,WA_2022
WA,Pacific,112,2024,general,1,1,19734,14244.0,6825.0,7010.0,0.493314058547163,0.4759053321927573,,,,0.7217999391912435,4096576,WA_2024
WA,Pend Oreille,113,2020,general,1,1,11230,8553.0,2593.0,5728.0,0.3116211993750751,0.29662417374881966,,,,0.7616206589492431,4080400,WA_2020
WA,Pend Oreille,113,2022,general,0,1,11230,6787.0,,,,,0.30010338207059517,,,0.6043633125556545,4088484,WA_2022
WA,Pend Oreille,113,2024,general,1,1,11230,8545.0,2461.0,5826.0,0.29697115964764087,0.2924976258309592,,,,0.7609082813891362,4096576,WA_2024
WA,Pierce,114,2020,general,1,1,676964,464081.0,249506.0,197730.0,0.557884427908308,0.5187287173666288,,,,0.6855327609739956,4080400,WA_2020
WA,Pierce,114,2022,general,0,1,676964,332454.0,,,,,0.5284061599722469,,,0.49109553831518366,4088484,WA_2022
WA,Pierce,114,2024,general,1,1,676964,439581.0,235169.0,188194.0,0.5554783956084968,0.509176147336431,,,,0.6493417670659001,4096576,WA_2024
WA,San Juan,115,2020,general,1,1,15596,13197.0,9725.0,3057.0,0.7608355499921765,0.7352132049518569,,,,0.8461785073095666,4080400,WA_2020
WA,San Juan,115,2022,general,0,1,15596,11326.0,,,,,0.729861172517464,,,0.7262118491921006,4088484,WA_2022
WA,San Juan,115,2024,general,1,1,15596,13006.0,9539.0,2890.0,0.7674792823235981,0.7332914967053655,,,,0.8339317773788151,4096576,WA_2024
WA,Skagit,116,2020,general,1,1,97935,73423.0,38252.0,32762.0,0.5386543498465092,0.5002745442565342,,,,0.749711543370603,4080400,WA_2020
WA,Skagit,116,2022,general,0,1,97935,56849.0,,,,,0.5169458649268207,,,0.5804768468882422,4088484,WA_2022
WA,Skagit,116,2024,general,1,1,97935,70256.0,36956.0,30765.0,0.545709602634338,0.5042721427330128,,,,0.7173737683157196,4096576,WA_2024
WA,Skamania,117,2020,general,1,1,10112,7312.0,3192.0,3885.0,0.45103857566765576,0.4318840579710145,,,,0.7231012658227848,4080400,WA_2020
WA,Skamania,117,2022,general,0,1,10112,6227.0,,,,,0.42128959639813474,,,0.6158030063291139,4088484,WA_2022
WA,Skamania,117,2024,general,1,1,10112,7355.0,3147.0,3961.0,0.4427405740011255,0.4266778289381889,,,,0.7273536392405063,4096576,WA_2024
WA,Snohomish,118,2020,general,1,1,585933,438796.0,256728.0,166428.0,0.6066982389473385,0.5633568222548905,,,,0.7488842580977688,4080400,WA_2020
WA,Snohomish,118,2022,general,0,1,585933,320633.0,,,,,0.5767600986962463,,,0.5472178559664671,4088484,WA_2022
WA,Snohomish,118,2024,general,1,1,585933,418221.0,240099.0,161371.0,0.5980496674720402,0.5511555192374503,,,,0.713769321748391,4096576,WA_2024
WA,Spokane,119,2020,general,1,1,419776,295430.0,135765.0,148576.0,0.4774724714339473,0.4498005954819853,,,,0.7037801112974539,4080400,WA_2020
WA,Spokane,119,2022,general,0,1,419776,221531.0,,,,,0.4555606817194963,,,0.5277362212227473,4088484,WA_2022
WA,Spokane,119,2024,general,1,1,419776,287082.0,131163.0,145338.0,0.4743671813121833,0.4531551880895556,,,,0.683893314529654,4096576,WA_2024
WA,Stevens,120,2020,general,1,1,37662,28430.0,7839.0,19808.0,0.2835389011465982,0.261282912175296,,,,0.7548722850618661,4080400,WA_2020
WA,Stevens,120,2022,general,0,1,37662,22919.0,,,,,0.2654747333449904,,,0.6085444214327439,4088484,WA_2022
WA,Stevens,120,2024,general,1,1,37662,28246.0,7492.0,19895.0,0.27356044838792126,0.2598016398725339,,,,0.749986724018905,4096576,WA_2024
WA,Thurston,121,2020,general,1,1,227096,168134.0,96608.0,65277.0,0.5967693115483214,0.5638185876110666,,,,0.7403653080635502,4080400,WA_2020
WA,Thurston,121,2022,general,0,1,227096,126106.0,,,,,0.5819782281983794,,,0.5552981998802269,4088484,WA_2022
WA,Thurston,121,2024,general,1,1,227096,164537.0,95663.0,62282.0,0.6056728608059767,0.5582666502523698,,,,0.7245261915665622,4096576,WA_2024
WA,Wahkiakum,122,2020,general,1,1,3817,2981.0,1165.0,1741.0,0.40089470061940813,0.3717948717948718,,,,0.7809798270893372,4080400,WA_2020
WA,Wahkiakum,122,2022,general,0,1,3817,2565.0,,,,,0.3936669272869429,,,0.6719937123395336,4088484,WA_2022
WA,Wahkiakum,122,2024,general,1,1,3817,3062.0,1204.0,1757.0,0.4066193853427896,0.3856143856143856,,,,0.8022006811632172,4096576,WA_2024
WA,Walla Walla,123,2020,general,1,1,46523,31261.0,13690.0,16400.0,0.4549684280491858,0.43065220909532287,,,,0.6719472089074221,4080400,WA_2020
WA,Walla Walla,123,2022,general,0,1,46523,24260.0,,,,,0.4143039907556436,,,0.5214625024181587,4088484,WA_2022
WA,Walla Walla,123,2024,general,1,1,46523,29568.0,13106.0,15476.0,0.45854034007417255,0.4258356784954355,,,,0.6355566064097328,4096576,WA_2024
WA,Whatcom,124,2020,general,1,1,178126,138620.0,83660.0,50489.0,0.6236349134171705,0.5961493718008376,,,,0.7782131749435792,4080400,WA_2020
WA,Whatcom,124,2022,general,0,1,178126,111170.0,,,,,0.5942083828882402,,,0.6241087769331821,4088484,WA_2022
WA,Whatcom,124,2024,general,1,1,178126,137868.0,83295.0,49213.0,0.6286035560117125,0.5978899298111656,,,,0.7739914442585586,4096576,WA_2024
WA,Whitman,125,2020,general,1,1,37497,21126.0,11184.0,9067.0,0.5522690237519134,0.5179752660339373,,,,0.5634050724057925,4080400,WA_2020
WA,Whitman,125,2022,general,0,1,37497,15707.0,,,,,0.4992343032159265,,,0.4188868442808758,4088484,WA_2022
WA,Whitman,125,2024,general,1,1,37497,20027.0,10480.0,8699.0,0.546430992231086,0.5121084429100878,,,,0.5340960610182148,4096576,WA_2024
WA,Yakima,126,2020,general,1,1,153356,96193.0,43179.0,50555.0,0.46065461838820493,0.432046530672238,,,,0.6272529278280602,4080400,WA_2020
WA,Yakima,126,2022,general,0,1,153356,62865.0,,,,,0.35933938050981207,,,0.4099285323039203,4088484,WA_2022
WA,Yakima,126,2024,general,1,1,153356,88751.0,36706.0,49368.0,0.4264470107117132,0.4022535275845073,,,,0.5787253188659067,4096576,WA_2024
