precinct,district,office,writein,party_detailed,party_simplified,candidate,dataverse,mode,votes,jurisdiction_name,state,year,stage,state_po,state_fips,state_cen,state_ic,date,jurisdiction_fips,county_name,county_fips,readme_check,magnitude,special
Spring City U Wales U,,STATE TREASURER,FALSE,LIBERTARIAN,LIBERTARIAN,JOSEPH GEDDES BUCHMAN,STATE,TOTAL,30,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
SSU,,STATE TREASURER,FALSE,LIBERTARIAN,LIBERTARIAN,JOSEPH GEDDES BUCHMAN,STATE,TOTAL,8,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Sterling Town,,STATE TREASURER,FALSE,LIBERTARIAN,LIBERTARIAN,JOSEPH GEDDES BUCHMAN,STATE,TOTAL,4,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Sterling U,,STATE TREASURER,FALSE,LIBERTARIAN,LIBERTARIAN,JOSEPH GEDDES BUCHMAN,STATE,TOTAL,2,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Wales Town,,STATE TREASURER,FALSE,LIBERTARIAN,LIBERTARIAN,JOSEPH GEDDES BUCHMAN,STATE,TOTAL,5,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Axtell SSD,,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,119,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Centerfield City,,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,479,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Ephraim City 1 (North),,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,644,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Ephraim City 2 (South West),,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,411,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Ephraim City 3 (South East),,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,363,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Ephraim U,,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,231,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Fayette Town,,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,99,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Fairview City,,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,497,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Fairview U,,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,610,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Fountain Green City,,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,435,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Gunnison City,,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,602,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Manti City 1 (South),,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,652,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Manti Cify 2 (Mid),,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,407,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Manti City 3 (North),,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,275,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Mayfield Town,,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,248,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Moroni City,,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,464,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Moroni U,,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,132,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Mt Pleasant City 2 (East),,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,386,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Mt Pleasant City 1 (West),,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,743,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Mt Pleasant 1 U,,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,200,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Mt Pleasant 2 U,,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,226,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Fountain Green U,,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,38,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Spring City,,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,487,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Spring City U Wales U,,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,366,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
SSU,,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,148,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Sterling Town,,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,122,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Sterling U,,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,84,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Wales Town,,STATE TREASURER,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,134,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Axtell SSD,066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,21,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Centerfield City,066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,62,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Ephraim City 1 (North),066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,102,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Ephraim City 2 (South West),066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,72,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Ephraim City 3 (South East),066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,59,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Ephraim U,066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,42,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Fayette Town,066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,11,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Fairview City,066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,71,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Fairview U,066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,99,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Fountain Green City,066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,61,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Gunnison City,066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,76,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Manti City 1 (South),066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,154,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Manti Cify 2 (Mid),066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,76,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Manti City 3 (North),066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,27,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Mayfield Town,066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,39,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Moroni City,066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,48,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Moroni U,066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,21,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Mt Pleasant City 2 (East),066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,70,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Mt Pleasant City 1 (West),066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,134,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Mt Pleasant 1 U,066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,48,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Mt Pleasant 2 U,066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,57,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Fountain Green U,066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,12,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Spring City,066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,98,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Spring City U Wales U,066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,93,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
SSU,066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,26,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Sterling Town,066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,24,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Sterling U,066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,18,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Wales Town,066,STATE HOUSE,FALSE,CONSTITUTION PARTY,OTHER,RUSS HATCH,STATE,TOTAL,16,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Axtell SSD,066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,98,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Centerfield City,066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,417,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Ephraim City 1 (North),066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,544,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Ephraim City 2 (South West),066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,344,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Ephraim City 3 (South East),066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,305,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Ephraim U,066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,192,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Fayette Town,066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,86,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Fairview City,066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,439,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Fairview U,066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,510,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Fountain Green City,066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,377,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Gunnison City,066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,529,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Manti City 1 (South),066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,528,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Manti Cify 2 (Mid),066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,350,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Manti City 3 (North),066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,246,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Mayfield Town,066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,217,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Moroni City,066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,416,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Moroni U,066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,113,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Mt Pleasant City 2 (East),066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,318,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Mt Pleasant City 1 (West),066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,612,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Mt Pleasant 1 U,066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,153,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Mt Pleasant 2 U,066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,169,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Fountain Green U,066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,25,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Spring City,066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,388,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Spring City U Wales U,066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,284,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
SSU,066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,124,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Sterling Town,066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,98,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Sterling U,066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,68,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Wales Town,066,STATE HOUSE,FALSE,REPUBLICAN,REPUBLICAN,STEVEN J LUND,STATE,TOTAL,123,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Axtell SSD,066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,191,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Centerfield City,066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,479,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Ephraim City 1 (North),066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,646,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Ephraim City 2 (South West),066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,416,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Ephraim City 3 (South East),066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,364,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Ephraim U,066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,234,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Fayette Town,066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,97,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Fairview City,066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,510,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Fairview U,066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,609,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Fountain Green City,066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,438,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Gunnison City,066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,605,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Manti City 1 (South),066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,682,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Manti Cify 2 (Mid),066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,426,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Manti City 3 (North),066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,273,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Moroni City,066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,44,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Moroni U,066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,134,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Mt Pleasant City 2 (East),066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,388,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Mt Pleasant City 1 (West),066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,746,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Mt Pleasant 1 U,066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,201,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Mt Pleasant 2 U,066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,226,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Fountain Green U,066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,37,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Spring City,066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,486,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Spring City U Wales U,066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,377,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
SSU,066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,150,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Sterling Town,066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,122,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Sterling U,066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,86,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Wales Town,066,STATE HOUSE,FALSE,,,TOTAL VOTES CAST,STATE,TOTAL,139,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Axtell SSD,014,STATE SCHOOL BOARD,FALSE,REPUBLICAN,REPUBLICAN,EMILY GREEN,,TOTAL,101,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
Centerfield City,014,STATE SCHOOL BOARD,FALSE,REPUBLICAN,REPUBLICAN,EMILY GREEN,,TOTAL,412,SANPETE,UTAH,2022,GEN,UT,49,87,67,2022-11-08,49039,SANPETE,49039,TRUE,1,FALSE
