state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff,year
California,6023,Humboldt County,21559,39800,64228,-18241.0,0.3356635735193373,0.6196674347636545,-0.2840038612443171,2024
California,6025,Imperial County,26546,26083,54025,463.0,0.4913651087459509,0.4827950023137436,0.0085701064322073,2024
California,6027,Inyo County,4468,4201,8951,267.0,0.4991621047927606,0.4693330354150374,0.0298290693777231,2024
California,6029,Kern County,167879,108241,283246,59638.0,0.5926968077219096,0.3821448493535654,0.2105519583683441,2024
California,6031,Kings County,25074,15519,41501,9555.0,0.604178212573191,0.373942796559119,0.230235416014072,2024
California,6033,Lake County,13161,12794,26759,367.0,0.4918345229642363,0.4781195111924959,0.0137150117717403,2024
California,6035,Lassen County,8619,2478,11371,6141.0,0.7579808284231818,0.2179227860346495,0.5400580423885323,2024
California,6037,Los Angeles County,1189862,2417109,3728427,-1227247.0,0.3191324384251053,0.648291893605534,-0.3291594551804286,2024
California,6039,Madera County,32344,20981,54624,11363.0,0.5921206795547744,0.3840985647334505,0.2080221148213239,2024
California,6041,Marin County,24054,116152,144113,-92098.0,0.1669106881405563,0.8059786417602853,-0.639067953619729,2024
California,6043,Mariposa County,5625,3622,9509,2003.0,0.5915448522452413,0.3809023030812914,0.2106425491639499,2024
California,6045,Mendocino County,13528,24049,39216,-10521.0,0.3449612403100775,0.6132445940432476,-0.2682833537331701,2024
California,6047,Merced County,43955,40190,86392,3765.0,0.5087855356977498,0.465205111584406,0.0435804241133437,2024
California,6049,Modoc County,2884,1008,4016,1876.0,0.7181274900398407,0.250996015936255,0.4671314741035857,2024
California,6051,Mono County,2294,3522,6064,-1228.0,0.3782981530343008,0.5808047493403694,-0.2025065963060686,2024
California,6053,Monterey County,49226,93060,146718,-43834.0,0.335514388145967,0.6342780026990553,-0.2987636145530882,2024
California,6055,Napa County,20357,43212,65549,-22855.0,0.3105615646310394,0.659232024897405,-0.3486704602663655,2024
