outcome,col1_coef,col1_se,col2_coef,col2_se,col3_coef,col3_se,col4_coef,col4_se,col5_coef,col5_se,col6_coef,col6_se
dem_turnout,0.007236402277974064,0.0032765704346920097,0.001150827161835322,0.001564193143864878,0.007236402277974112,0.003109459186571307,,,,,,
dem_voteshare,,,,,,,0.02846535113199842,0.011679881853009097,0.010860313490371391,0.0040400570991193,0.028465351131998298,0.011261998120087555
