county,state,year,county_id,state_year_id,treat,year2,share_votes_dem,dem_share_gov,dem_share_pres,dem_share_sen,turnout_share,vbm_share,cvap,period
Alameda,CA,1998,1,1,0,3992004.0,0.63319427,0.7649454474449158,,,0.44512438774108887,0.19162971,896920.0,original
Alameda,CA,2000,1,2,0,4000000.0,0.615645,,0.7419142127037048,,,,,original
Alameda,CA,2002,1,3,0,4008004.0,0.62179816,0.7387482523918152,,,0.3841375410556793,0.21160452,,original
Alameda,CA,2004,1,4,0,4016016.0,0.6020465,,0.7634834051132202,,0.6263000965118408,0.365479,,original
Alameda,CA,2006,1,5,0,4024036.0,0.6146564,0.6071346402168274,,,0.455890029668808,0.5121404,,original
Alameda,CA,2008,1,6,0,4032064.0,0.5999034,,0.8035770058631897,,0.6857087016105652,0.48334965,,original
Alameda,CA,2010,1,7,0,4040100.0,0.6084111,0.7659573554992676,,,0.499699205160141,0.54111886,937530.0,original
Alameda,CA,2012,1,8,0,4048144.0,0.60467654,,0.8127905130386353,,0.6206293106079102,0.5534616,970755.0,original
Alameda,CA,2014,1,9,0,4056196.0,0.6162622,0.8217055201530457,,,0.3646825850009918,0.6207955,1005255.0,original
Alameda,CA,2016,1,10,0,4064256.0,0.59712166,,0.8429475426673889,,0.6442309617996216,0.66391844,1040380.0,original
Alameda,CA,2018,1,11,0,4072324.0,0.60148245,0.8055204153060913,,,0.5491510629653931,0.7285111,1069835.0,original
Alameda,CA,2020,1,37,0,4080400.0,,,0.8192111601553381,,0.6986505494904395,,1101930.0,extension
Alameda,CA,2022,1,38,1,4088484.0,,0.7931774354518423,,,0.4385733596494066,,1112628.0,extension
Alameda,CA,2024,1,39,1,4096576.0,,,0.7801339913171128,,0.596264489325014,,1123327.0,extension
Alpine,CA,1998,2,1,0,3992004.0,0.5285714,0.5357142686843872,,,0.6208726167678833,1.0,920.0,original
Alpine,CA,2000,2,2,0,4000000.0,0.46349207,,0.4853479862213135,,,,,original
Alpine,CA,2002,2,3,0,4008004.0,0.4703833,0.4810924232006073,,,0.6482673287391663,1.0,,original
Alpine,CA,2004,2,4,0,4016016.0,0.44951922,,0.5453216433525085,,0.8154822587966919,1.0,,original
Alpine,CA,2006,2,5,0,4024036.0,0.45179063,0.4249512553215027,,,0.651562511920929,1.0,,original
Alpine,CA,2008,2,6,0,4032064.0,0.4476386,,0.6261127591133118,,0.8386363983154297,1.0,,original
Alpine,CA,2010,2,7,0,4040100.0,0.46296296,0.5831809639930725,,,0.6778442859649658,1.0,835.0,original
Alpine,CA,2012,2,8,0,4048144.0,0.45124283,,0.6223999857902527,,0.7288888692855835,1.0,900.0,original
Alpine,CA,2014,2,9,0,4056196.0,0.45112783,0.6187363862991333,,,0.49263158440589905,1.0,950.0,original
Alpine,CA,2016,2,10,0,4064256.0,0.44620812,,0.6061705946922302,,0.6938547492027283,1.0,895.0,original
Alpine,CA,2018,2,11,0,4072324.0,0.4463668,0.6276422739028931,,,0.6994413137435913,1.0,895.0,original
Alpine,CA,2020,2,37,0,4080400.0,,,0.6611111111111111,,0.8036876355748374,,922.0,extension
Alpine,CA,2022,2,38,0,4088484.0,,0.5864297253634895,,,0.664876476906552,,931.0,extension
Alpine,CA,2024,2,39,0,4096576.0,,,0.6634349030470914,,0.7851063829787234,,940.0,extension
Amador,CA,1998,3,1,0,3992004.0,0.33200055,0.5051940083503723,,,0.5096403956413269,0.29543623,27430.0,original
Amador,CA,2000,3,2,0,4000000.0,0.321756,,0.40253543853759766,,,,,original
Amador,CA,2002,3,3,0,4008004.0,0.3231766,0.38805317878723145,,,0.47986701130867004,0.34887174,,original
Amador,CA,2004,3,4,0,4016016.0,0.31101716,,0.370636910200119,,0.6298294067382812,0.4050752,,original
Amador,CA,2006,3,5,0,4024036.0,0.3219586,0.23772060871124268,,,0.5182313323020935,0.48590392,,original
Amador,CA,2008,3,6,0,4032064.0,0.31263638,,0.42522042989730835,,0.6333691477775574,0.51836264,,original
Amador,CA,2010,3,7,0,4040100.0,0.30765343,0.44230392575263977,,,0.5431475639343262,0.585597,30500.0,original
Amador,CA,2012,3,8,0,4048144.0,0.3078486,,0.39915844798088074,,0.5869073271751404,0.6118193,30475.0,original
Amador,CA,2014,3,9,0,4056196.0,0.31480858,0.44554221630096436,,,0.4340023100376129,0.6529848,30145.0,original
Amador,CA,2016,3,10,0,4064256.0,0.2968178,,0.36412152647972107,,0.604794979095459,0.6783859,30240.0,original
Amador,CA,2018,3,11,0,4072324.0,0.30297926,0.35451599955558777,,,0.5715571045875549,0.71935445,31115.0,original
Amador,CA,2020,3,37,1,4080400.0,,,0.3750575029901555,,0.6958936595107339,,32048.0,extension
Amador,CA,2022,3,38,1,4088484.0,,0.3230769230769231,,,0.5764833127317676,,32360.0,extension
Amador,CA,2024,3,39,1,4096576.0,,,0.3570019723865877,,0.685684552049218,,32671.0,extension
Butte,CA,1998,4,1,0,3992004.0,0.35580483,0.4798651933670044,,,0.4619593918323517,0.29524142,146805.0,original
Butte,CA,2000,4,2,0,4000000.0,0.35107183,,0.4073997139930725,,,,,original
Butte,CA,2002,4,3,0,4008004.0,0.3496971,0.37276336550712585,,,0.4159896671772003,0.29671577,,original
Butte,CA,2004,4,4,0,4016016.0,0.3517789,,0.4510466456413269,,0.6307366490364075,0.41442966,,original
Butte,CA,2006,4,5,0,4024036.0,0.35843673,0.2905559837818146,,,0.4471835494041443,0.5092037,,original
Butte,CA,2008,4,6,0,4032064.0,0.3591844,,0.5120509266853333,,0.6186202764511108,0.4943758,,original
Butte,CA,2010,4,7,0,4040100.0,0.35427392,0.46611037850379944,,,0.4741244316101074,0.5700726,163320.0,original
Butte,CA,2012,4,8,0,4048144.0,0.35975122,,0.48961538076400757,,0.5531086325645447,0.6190227,165830.0,original
Butte,CA,2014,4,9,0,4056196.0,0.34798333,0.4779096245765686,,,0.3769459128379822,0.7222983,168430.0,original
Butte,CA,2016,4,10,0,4064256.0,0.36175826,,0.4793740212917328,,0.5794766545295715,0.6982676,170635.0,original
Butte,CA,2018,4,11,0,4072324.0,0.3719577,0.46773213148117065,,,0.5183961987495422,0.73960805,173840.0,original
Butte,CA,2020,4,37,1,4080400.0,,,0.508552180402598,,0.5698919326463936,,179055.0,extension
Butte,CA,2022,4,38,1,4088484.0,,0.4348642343424304,,,0.400682544774716,,180794.0,extension
Butte,CA,2024,4,39,1,4096576.0,,,0.4838579102256938,,0.5178434466285363,,182532.0,extension
Calaveras,CA,1998,5,1,0,3992004.0,0.34375,0.4744648039340973,,,0.5514640212059021,0.36455852,30920.0,original
Calaveras,CA,2000,5,2,0,4000000.0,0.32199237,,0.4009156823158264,,,,,original
Calaveras,CA,2002,5,3,0,4008004.0,0.31426105,0.3840073049068451,,,0.48354634642601013,0.3799267,,original
Calaveras,CA,2004,5,4,0,4016016.0,0.30248833,,0.37858089804649353,,0.6741020083427429,0.46836287,,original
Calaveras,CA,2006,5,5,0,4024036.0,0.30683446,0.25166577100753784,,,0.5286937355995178,0.57889855,,original
Calaveras,CA,2008,5,6,0,4032064.0,0.30244064,,0.4332832992076874,,0.657088041305542,0.5852552,,original
Calaveras,CA,2010,5,7,0,4040100.0,0.2995884,0.4206720292568207,,,0.5596606135368347,0.6285231,35945.0,original
Calaveras,CA,2012,5,8,0,4048144.0,0.29519415,,0.4121702015399933,,0.614615797996521,0.67051685,35920.0,original
Calaveras,CA,2014,5,9,0,4056196.0,0.29875812,0.437273234128952,,,0.45367708802223206,0.70610523,35490.0,original
Calaveras,CA,2016,5,10,0,4064256.0,0.28695253,,0.37026333808898926,,0.6758280396461487,0.7021481,35475.0,original
Calaveras,CA,2018,5,11,0,4072324.0,0.28669104,0.3593243956565857,,,0.6063044667243958,0.7495781,36165.0,original
Calaveras,CA,2020,5,37,1,4080400.0,,,0.3781809968378256,,0.7292348993288591,,37250.0,extension
Calaveras,CA,2022,5,38,1,4088484.0,,0.3344161958568738,,,0.5647133893438264,,37612.0,extension
Calaveras,CA,2024,5,39,1,4096576.0,,,0.3557699759745795,,0.6973112474653043,,37973.0,extension
Colusa,CA,1998,6,1,0,3992004.0,0.37574553,0.449022501707077,,,0.5285165309906006,0.2754732,9685.0,original
Colusa,CA,2000,6,2,0,4000000.0,0.342246,,0.32471156120300293,,,,,original
Colusa,CA,2002,6,3,0,4008004.0,0.2864992,0.2932295501232147,,,0.4687238931655884,0.28470588,,original
Colusa,CA,2004,6,4,0,4016016.0,0.29718563,,0.3197569251060486,,0.6119201183319092,0.34044585,,original
Colusa,CA,2006,6,5,0,4024036.0,0.2873633,0.23149506747722626,,,0.4791660010814667,0.42563292,,original
Colusa,CA,2008,6,6,0,4032064.0,0.3155806,,0.40764835476875305,,0.6025521159172058,0.49341702,,original
Colusa,CA,2010,6,7,0,4040100.0,0.29445922,0.3800849914550781,,,0.46863695979118347,0.43524095,11335.0,original
Colusa,CA,2012,6,8,0,4048144.0,0.30363816,,0.39120879769325256,,0.5217987298965454,0.558109,11675.0,original
Colusa,CA,2014,6,9,0,4056196.0,0.2814971,0.4272749125957489,,,0.3698870837688446,0.60153776,11955.0,original
Colusa,CA,2016,6,10,0,4064256.0,0.31741485,,0.42836445569992065,,0.5571545362472534,0.61740535,12230.0,original
Colusa,CA,2018,6,11,0,4072324.0,0.300141,0.34686794877052307,,,0.470088928937912,0.55631983,12370.0,original
Colusa,CA,2020,6,37,0,4080400.0,,,0.4152542372881356,,0.6240483478533867,,12741.0,extension
Colusa,CA,2022,6,38,0,4088484.0,,0.2792161093131967,,,0.4323357947920715,,12865.0,extension
Colusa,CA,2024,6,39,0,4096576.0,,,0.3551497443389335,,0.5405759162303665,,12988.0,extension
Contra Costa,CA,1998,7,1,0,3992004.0,0.52411187,0.647189736366272,,,0.5068112015724182,0.3065612,613960.0,original
Contra Costa,CA,2000,7,2,0,4000000.0,0.51918876,,0.6134297251701355,,,,,original
Contra Costa,CA,2002,7,3,0,4008004.0,0.5630152,0.5987165570259094,,,0.44013071060180664,0.31883672,,original
Contra Costa,CA,2004,7,4,0,4016016.0,0.5148154,,0.630737841129303,,0.6624255776405334,0.35880575,,original
Contra Costa,CA,2006,7,5,0,4024036.0,0.52265376,0.44778385758399963,,,0.4813462495803833,0.48506844,,original
Contra Costa,CA,2008,7,6,0,4032064.0,0.51939803,,0.6923090815544128,,0.7038823962211609,0.4758337,,original
Contra Costa,CA,2010,7,7,0,4040100.0,0.5169025,0.6307303309440613,,,0.5351688861846924,0.5316499,659020.0,original
Contra Costa,CA,2012,7,8,0,4048144.0,0.52084464,,0.6805431842803955,,0.6474348902702332,0.5562748,682915.0,original
Contra Costa,CA,2014,7,9,0,4056196.0,0.52451116,0.6864557266235352,,,0.36510711908340454,0.6394306,709400.0,original
Contra Costa,CA,2016,7,10,0,4064256.0,0.51758015,,0.7335833311080933,,0.6587091684341431,0.6426006,730755.0,original
Contra Costa,CA,2018,7,11,0,4072324.0,0.5212793,0.6819776296615601,,,0.5624243021011353,0.68600065,752720.0,original
Contra Costa,CA,2020,7,37,0,4080400.0,,,0.731447503175158,,0.749682059378152,,775302.0,extension
Contra Costa,CA,2022,7,38,0,4088484.0,,0.6830603624682435,,,0.4962807969556569,,782829.0,extension
Contra Costa,CA,2024,7,39,0,4096576.0,,,0.6962582825493433,,0.6691971719073431,,790356.0,extension
Del Norte,CA,1998,8,1,0,3992004.0,0.36403033,0.5530620813369751,,,0.38972628116607666,0.34108323,19745.0,original
Del Norte,CA,2000,8,2,0,4000000.0,0.35027948,,0.40782415866851807,,,,,original
Del Norte,CA,2002,8,3,0,4008004.0,0.35937035,0.4857855439186096,,,0.34700295329093933,0.35013643,,original
Del Norte,CA,2004,8,4,0,4016016.0,0.3460026,,0.42084774374961853,,0.4655366837978363,0.35075334,,original
Del Norte,CA,2006,8,5,0,4024036.0,0.36254612,0.4102106988430023,,,0.3297223150730133,0.50219685,,original
Del Norte,CA,2008,8,6,0,4032064.0,0.34746796,,0.4653390645980835,,0.4604971706867218,0.48440728,,original
Del Norte,CA,2010,8,7,0,4040100.0,0.34528175,0.5482186079025269,,,0.39752262830734253,0.5487776,20990.0,original
Del Norte,CA,2012,8,8,0,4048144.0,0.34197566,,0.451041042804718,,0.416170597076416,0.5922964,21335.0,original
Del Norte,CA,2014,8,9,0,4056196.0,0.33416048,0.49637115001678467,,,0.3472413122653961,0.5935625,21115.0,original
Del Norte,CA,2016,8,10,0,4064256.0,0.32871807,,0.4043392539024353,,0.4647519588470459,0.62686414,21065.0,original
Del Norte,CA,2018,8,11,0,4072324.0,0.33230928,0.41318443417549133,,,0.40946143865585327,0.6565944,20610.0,original
Del Norte,CA,2020,8,37,0,4080400.0,,,0.4199138085832286,,0.5394761635575654,,21228.0,extension
Del Norte,CA,2022,8,38,0,4088484.0,,0.3897313432835821,,,0.3907343472986843,,21434.0,extension
Del Norte,CA,2024,8,39,0,4096576.0,,,0.4155869459327813,,0.488170055452865,,21640.0,extension
El Dorado,CA,1998,9,1,0,3992004.0,0.31761175,0.4543895125389099,,,0.5527136325836182,0.3030391,109920.0,original
El Dorado,CA,2000,9,2,0,4000000.0,0.30821002,,0.38409140706062317,,,,,original
El Dorado,CA,2002,9,3,0,4008004.0,0.30491242,0.3326977789402008,,,0.5013521313667297,0.31142658,,original
El Dorado,CA,2004,9,4,0,4016016.0,0.3004547,,0.37878289818763733,,0.7418071627616882,0.39432395,,original
El Dorado,CA,2006,9,5,0,4024036.0,0.30869105,0.2260286808013916,,,0.566133975982666,0.51024115,,original
El Dorado,CA,2008,9,6,0,4032064.0,0.30217606,,0.44614335894584656,,0.7481937408447266,0.5472255,,original
El Dorado,CA,2010,9,7,0,4040100.0,0.29830942,0.407219797372818,,,0.5981358289718628,0.70527923,131425.0,original
El Dorado,CA,2012,9,8,0,4048144.0,0.2988616,,0.4082471430301666,,0.6723772883415222,0.7142108,133260.0,original
El Dorado,CA,2014,9,9,0,4056196.0,0.30320078,0.45496177673339844,,,0.4671934247016907,0.7733632,134790.0,original
El Dorado,CA,2016,9,10,0,4064256.0,0.3000459,,0.42502713203430176,,0.7085146903991699,0.7616157,136940.0,original
El Dorado,CA,2018,9,11,0,4072324.0,0.30662578,0.4058387577533722,,,0.6431102752685547,0.79038906,141080.0,original
El Dorado,CA,2020,9,37,1,4080400.0,,,0.4549749248627257,,0.7992319973574102,,145312.0,extension
El Dorado,CA,2022,9,38,1,4088484.0,,0.3894621691421095,,,0.6043428773948188,,146723.0,extension
El Dorado,CA,2024,9,39,1,4096576.0,,,0.4383983384185568,,0.755329633980045,,148134.0,extension
Fresno,CA,1998,10,1,0,3992004.0,0.39121944,0.4908267855644226,,,0.41109761595726013,0.27606264,446270.0,original
Fresno,CA,2000,10,2,0,4000000.0,0.3839206,,0.44754496216773987,,,,,original
Fresno,CA,2002,10,3,0,4008004.0,0.37384072,0.4072269797325134,,,0.34779173135757446,0.3100646,,original
Fresno,CA,2004,10,4,0,4016016.0,0.3762526,,0.4207928478717804,,0.5291720032691956,0.38460216,,original
Fresno,CA,2006,10,5,0,4024036.0,0.37990028,0.3150659203529358,,,0.3700731694698334,0.46323603,,original
Fresno,CA,2008,10,6,0,4032064.0,0.39380857,,0.5106285810470581,,0.5530510544776917,0.45320335,,original
Fresno,CA,2010,10,7,0,4040100.0,0.3803543,0.45004016160964966,,,0.3955248296260834,0.52867305,516405.0,original
Fresno,CA,2012,10,8,0,4048144.0,0.39361316,,0.5091456174850464,,0.49359920620918274,0.5431222,530090.0,original
Fresno,CA,2014,10,9,0,4056196.0,0.38275295,0.47623008489608765,,,0.2973029613494873,0.60285765,549675.0,original
Fresno,CA,2016,10,10,0,4064256.0,0.39636713,,0.5325784683227539,,0.5155609846115112,0.5485046,566160.0,original
Fresno,CA,2018,10,11,0,4072324.0,0.3953216,0.4908371567726135,,,0.4422621428966522,0.6358319,581040.0,original
Fresno,CA,2020,10,37,1,4080400.0,,,0.539946683674183,,0.609568383430442,,598471.0,extension
Fresno,CA,2022,10,38,1,4088484.0,,0.4492183399137321,,,0.3625542379220298,,604282.0,extension
Fresno,CA,2024,10,39,1,4096576.0,,,0.4774903008011286,,0.5343358050916911,,610092.0,extension
Glenn,CA,1998,11,1,0,3992004.0,0.2979351,0.43209877610206604,,,0.5102277994155884,0.24124412,15375.0,original
Glenn,CA,2000,11,2,0,4000000.0,0.28719053,,0.3012178838253021,,,,,original
Glenn,CA,2002,11,3,0,4008004.0,0.27248678,0.2830505669116974,,,0.4232269525527954,0.28348583,,original
Glenn,CA,2004,11,4,0,4016016.0,0.2729107,,0.3219391703605652,,0.590370237827301,0.43610206,,original
Glenn,CA,2006,11,5,0,4024036.0,0.27119967,0.19747081398963928,,,0.4643109440803528,0.43313763,,original
Glenn,CA,2008,11,6,0,4032064.0,0.28402367,,0.3871837556362152,,0.5953413248062134,0.3678504,,original
Glenn,CA,2010,11,7,0,4040100.0,0.27117842,0.3320915997028351,,,0.4732148051261902,0.40712,17155.0,original
Glenn,CA,2012,11,8,0,4048144.0,0.27765444,,0.36952871084213257,,0.5358209013938904,0.74105424,17420.0,original
Glenn,CA,2014,11,9,0,4056196.0,0.25450492,0.343965083360672,,,0.3569115102291107,0.7899854,17290.0,original
Glenn,CA,2016,11,10,0,4064256.0,0.27968103,,0.3462103307247162,,0.5784907937049866,0.7830731,16830.0,original
Glenn,CA,2018,11,11,0,4072324.0,0.26871356,0.2909265458583832,,,0.49964475631713867,0.8277047,16890.0,original
Glenn,CA,2020,11,37,0,4080400.0,,,0.3612769035992041,,0.6490774271426107,,17397.0,extension
Glenn,CA,2022,11,38,0,4088484.0,,0.2433795712484237,,,0.4514402823636571,,17566.0,extension
Glenn,CA,2024,11,39,0,4096576.0,,,0.3207398661944116,,0.5888124506597496,,17734.0,extension
Humboldt,CA,1998,12,1,0,3992004.0,0.51215374,0.5748952627182007,,,0.505641520023346,0.22702211,94715.0,original
Humboldt,CA,2000,12,2,0,4000000.0,0.47936398,,0.5169752240180969,,,,,original
Humboldt,CA,2002,12,3,0,4008004.0,0.4938587,0.5474632978439331,,,0.4580603539943695,0.25301918,,original
Humboldt,CA,2004,12,4,0,4016016.0,0.4727547,,0.596339225769043,,0.6855919361114502,0.29112667,,original
Humboldt,CA,2006,12,5,0,4024036.0,0.4870594,0.46295443177223206,,,0.5015357732772827,0.39912102,,original
Humboldt,CA,2008,12,6,0,4032064.0,0.47526518,,0.6463968753814697,,0.6495012640953064,0.40633643,,original
Humboldt,CA,2010,12,7,0,4040100.0,0.4752106,0.6089728474617004,,,0.5044757127761841,0.47864535,102665.0,original
Humboldt,CA,2012,12,8,0,4048144.0,0.47638002,,0.6466912031173706,,0.559814989566803,0.51946914,103770.0,original
Humboldt,CA,2014,12,9,0,4056196.0,0.48611692,0.6461277604103088,,,0.3690163791179657,0.5719588,104410.0,original
Humboldt,CA,2016,12,10,0,4064256.0,0.4763183,,0.6437476873397827,,0.5804035663604736,0.5762262,105070.0,original
Humboldt,CA,2018,12,11,0,4072324.0,0.48433796,0.6449405550956726,,,0.5069734454154968,0.66514456,105400.0,original
Humboldt,CA,2020,12,37,0,4080400.0,,,0.6728185397817789,,0.633997162911516,,108562.0,extension
Humboldt,CA,2022,12,38,1,4088484.0,,0.618038411649023,,,0.4360494818274704,,109616.0,extension
Humboldt,CA,2024,12,39,1,4096576.0,,,0.6486416010691178,,0.5803560133730912,,110670.0,extension
Imperial,CA,1998,13,1,0,3992004.0,0.4990327,0.6068454384803772,,,0.3352932929992676,0.14790668,74450.0,original
Imperial,CA,2000,13,2,0,4000000.0,0.50463337,,0.5529218316078186,,,,,original
Imperial,CA,2002,13,3,0,4008004.0,0.50516796,0.5698624849319458,,,0.29491904377937317,0.1868851,,original
Imperial,CA,2004,13,4,0,4016016.0,0.50162476,,0.5306315422058105,,0.44644981622695923,0.24048777,,original
Imperial,CA,2006,13,5,0,4024036.0,0.511188,0.4916858673095703,,,0.28741204738616943,0.31235248,,original
Imperial,CA,2008,13,6,0,4032064.0,0.50365174,,0.63301020860672,,0.4897274076938629,0.32250208,,original
Imperial,CA,2010,13,7,0,4040100.0,0.4967907,0.6372677683830261,,,0.311119943857193,0.3658866,88040.0,original
Imperial,CA,2012,13,8,0,4048144.0,0.5027579,,0.6629915833473206,,0.4277290999889374,0.49955735,92430.0,original
Imperial,CA,2014,13,9,0,4056196.0,0.49323598,0.6426149606704712,,,0.22504830360412598,0.62422836,95735.0,original
Imperial,CA,2016,13,10,0,4064256.0,0.5030191,,0.7199973464012146,,0.4926448464393616,0.551447,99250.0,original
Imperial,CA,2018,13,11,0,4072324.0,0.4952861,0.6167336106300354,,,0.33029624819755554,0.6192654,102620.0,original
Imperial,CA,2020,13,37,0,4080400.0,,,0.6245475011256191,,0.5365992109669911,,105699.0,extension
Imperial,CA,2022,13,38,1,4088484.0,,0.5594763801935116,,,0.2798688217381119,,106725.0,extension
Imperial,CA,2024,13,39,1,4096576.0,,,0.4956012844629386,,0.5013874581210384,,107751.0,extension
Inyo,CA,1998,14,1,0,3992004.0,0.31610942,0.4771636426448822,,,0.5342320799827576,0.22623712,12850.0,original
Inyo,CA,2000,14,2,0,4000000.0,0.3292299,,0.3600814640522003,,,,,original
Inyo,CA,2002,14,3,0,4008004.0,0.315007,0.3721175789833069,,,0.5045655965805054,0.26505652,,original
Inyo,CA,2004,14,4,0,4016016.0,0.31283772,,0.3968724012374878,,0.6842728853225708,0.32615173,,original
Inyo,CA,2006,14,5,0,4024036.0,0.31295043,0.3115941882133484,,,0.5216740965843201,0.4190433,,original
Inyo,CA,2008,14,6,0,4032064.0,0.31204668,,0.45281878113746643,,0.6815786957740784,0.43188405,,original
Inyo,CA,2010,14,7,0,4040100.0,0.3077063,0.46897411346435547,,,0.5386767387390137,0.47080293,13225.0,original
Inyo,CA,2012,14,8,0,4048144.0,0.3122749,,0.44086575508117676,,0.5987504720687866,0.63577217,13605.0,original
Inyo,CA,2014,14,9,0,4056196.0,0.3111801,0.42678210139274597,,,0.410723477602005,0.704578,13615.0,original
Inyo,CA,2016,14,10,0,4064256.0,0.31407368,,0.42617857456207275,,0.609127402305603,0.6062095,13695.0,original
Inyo,CA,2018,14,11,0,4072324.0,0.32286432,0.44670888781547546,,,0.5411420464515686,0.71699136,13660.0,original
Inyo,CA,2020,14,37,0,4080400.0,,,0.5007564296520424,,0.6738450604122246,,14070.0,extension
Inyo,CA,2022,14,38,0,4088484.0,,0.4523204493780928,,,0.5263269041250176,,14206.0,extension
Inyo,CA,2024,14,39,0,4096576.0,,,0.4846002999192525,,0.6240674893676358,,14343.0,extension
Kern,CA,1998,15,1,0,3992004.0,0.31268603,0.4305362403392792,,,0.3830912411212921,0.20407492,385495.0,original
Kern,CA,2000,15,2,0,4000000.0,0.31356212,,0.37360328435897827,,,,,original
Kern,CA,2002,15,3,0,4008004.0,0.30838278,0.3587774336338043,,,0.35201025009155273,0.19590212,,original
Kern,CA,2004,15,4,0,4016016.0,0.3073828,,0.3282126188278198,,0.5236802101135254,0.25456467,,original
Kern,CA,2006,15,5,0,4024036.0,0.3111191,0.24701422452926636,,,0.36149823665618896,0.35501006,,original
Kern,CA,2008,15,6,0,4032064.0,0.32639185,,0.4094501733779907,,0.5426290035247803,0.41197944,,original
Kern,CA,2010,15,7,0,4040100.0,0.30500907,0.39692097902297974,,,0.3809960186481476,0.47921157,461535.0,original
Kern,CA,2012,15,8,0,4048144.0,0.3255557,,0.41411206126213074,,0.4686640799045563,0.5639693,477950.0,original
Kern,CA,2014,15,9,0,4056196.0,0.31724235,0.40900319814682007,,,0.2762496769428253,0.646817,492330.0,original
Kern,CA,2016,15,10,0,4064256.0,0.3272736,,0.43232882022857666,,0.497914582490921,0.53588843,504215.0,original
Kern,CA,2018,15,11,0,4072324.0,0.32281864,0.41060197353363037,,,0.39914670586586,0.65303475,515640.0,original
Kern,CA,2020,15,37,0,4080400.0,,,0.4477622964579486,,0.5746955897941853,,531109.0,extension
Kern,CA,2022,15,38,0,4088484.0,,0.3693687964685246,,,0.3518832072143302,,536266.0,extension
Kern,CA,2024,15,39,0,4096576.0,,,0.3920070983630305,,0.5231519960400575,,541422.0,extension
Kings,CA,1998,16,1,0,3992004.0,0.34197265,0.5150856375694275,,,0.29460448026657104,0.14867035,79865.0,original
Kings,CA,2000,16,2,0,4000000.0,0.3421606,,0.40269166231155396,,,,,original
Kings,CA,2002,16,3,0,4008004.0,0.3380723,0.38903340697288513,,,0.26760390400886536,0.22970742,,original
Kings,CA,2004,16,4,0,4016016.0,0.33303338,,0.3402751684188843,,0.396872878074646,0.34672406,,original
Kings,CA,2006,16,5,0,4024036.0,0.33288035,0.2880101799964905,,,0.27602335810661316,0.3443366,,original
Kings,CA,2008,16,6,0,4032064.0,0.3438085,,0.42798271775245667,,0.4143049120903015,0.642348,,original
Kings,CA,2010,16,7,0,4040100.0,0.32137007,0.43338099122047424,,,0.30157092213630676,0.6960485,89120.0,original
Kings,CA,2012,16,8,0,4048144.0,0.33856037,,0.42345839738845825,,0.3544946610927582,0.758216,90385.0,original
Kings,CA,2014,16,9,0,4056196.0,0.3231739,0.3919917643070221,,,0.24952590465545654,0.7875939,91225.0,original
Kings,CA,2016,16,10,0,4064256.0,0.3337664,,0.42942288517951965,,0.3813459575176239,0.77612156,91830.0,original
Kings,CA,2018,16,11,0,4072324.0,0.32863706,0.4057717025279999,,,0.3289552927017212,0.7978174,93040.0,original
Kings,CA,2020,16,37,0,4080400.0,,,0.4371887493862664,,0.4576598386743329,,95831.0,extension
Kings,CA,2022,16,38,1,4088484.0,,0.3488778240190249,,,0.2781257105061904,,96762.0,extension
Kings,CA,2024,16,39,1,4096576.0,,,0.3823072943610967,,0.4248147238259018,,97692.0,extension
Lake,CA,1998,17,1,0,3992004.0,0.4608985,0.6218553185462952,,,0.4631940722465515,0.2920455,42605.0,original
Lake,CA,2000,17,2,0,4000000.0,0.42631835,,0.551967442035675,,,,,original
Lake,CA,2002,17,3,0,4008004.0,0.42830056,0.534754753112793,,,0.37306541204452515,0.29053846,,original
Lake,CA,2004,17,4,0,4016016.0,0.41678804,,0.5422546863555908,,0.562207818031311,0.43694302,,original
Lake,CA,2006,17,5,0,4024036.0,0.42666563,0.39145928621292114,,,0.43182429671287537,0.52203834,,original
Lake,CA,2008,17,6,0,4032064.0,0.41970444,,0.599217414855957,,0.5524642467498779,0.5325755,,original
Lake,CA,2010,17,7,0,4040100.0,0.41926467,0.5654966831207275,,,0.45590919256210327,0.57537115,47130.0,original
Lake,CA,2012,17,8,0,4048144.0,0.41762555,,0.5886061787605286,,0.4940035343170166,0.62056154,47945.0,original
Lake,CA,2014,17,9,0,4056196.0,0.40681362,0.6127907633781433,,,0.3751765787601471,0.6668512,48140.0,original
Lake,CA,2016,17,10,0,4064256.0,0.4032112,,0.5202913880348206,,0.5223864912986755,0.6745864,48020.0,original
Lake,CA,2018,17,11,0,4072324.0,0.40636352,0.5139250159263611,,,0.44905856251716614,0.7181924,47800.0,original
Lake,CA,2020,17,37,0,4080400.0,,,0.5323902508551881,,0.5849616118942195,,49234.0,extension
Lake,CA,2022,17,38,0,4088484.0,,0.4853708211216532,,,0.4049525265529449,,49712.0,extension
Lake,CA,2024,17,39,0,4096576.0,,,0.4929300712772105,,0.533154014743973,,50190.0,extension
Lassen,CA,1998,18,1,0,3992004.0,0.27890012,0.48262694478034973,,,0.32134658098220825,0.18011905,26190.0,original
Lassen,CA,2000,18,2,0,4000000.0,0.2528935,,0.2963625490665436,,,,,original
Lassen,CA,2002,18,3,0,4008004.0,0.26432136,0.34994956851005554,,,0.2999618947505951,0.25473255,,original
Lassen,CA,2004,18,4,0,4016016.0,0.2342476,,0.2798652946949005,,0.43895018100738525,0.3545927,,original
